GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGS001,AGS002,AGS003,AGS004,AGS005,AGS006,AGS007,AGS008,AGS009,AGS010,AGS011,AGS012,AGS013,AGS014,AGS015,AGS016,AGS017,AGS018,AGS019,AGS020,AGS021,AGT001,AGU001
"G3601130","1860","New York","360","Warren","1130","Warren",,,,,,,,,,,,,,,,,,,,,,,
"G3601150","1860","New York","360","Washington","1150","Washington",,,,,,,,,,,,,,,,,,,,,,,
"G3601170","1860","New York","360","Wayne","1170","Wayne",,,,,,,,,,,,,,,,,,,,,,,
"G3601190","1860","New York","360","Westchester","1190","Westchester",,,,,,,,,,,,,,,,,,,,,,,
"G3601210","1860","New York","360","Wyoming","1210","Wyoming",,,,,,,,,,,,,,,,,,,,,,,
"G3601230","1860","New York","360","Yates","1230","Yates",,,,,,,,,,,,,,,,,,,,,,,
"G3700010","1860","North Carolina","370","Alamance","0010","Alamance",112,64,55,40,49,33,23,24,17,56,21,13,8,1,1,2,1,0,0,0,0,520,3445
"G3700030","1860","North Carolina","370","Alexander","0030","Alexander",41,26,12,15,6,7,3,2,7,12,3,2,0,0,0,0,0,0,0,0,0,136,611
"G3700050","1860","North Carolina","370","Alleghany","0050","Alleghany",20,12,7,3,3,3,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,55,206
"G3700070","1860","North Carolina","370","Anson","0070","Anson",107,59,37,42,43,31,28,30,23,69,46,44,23,11,16,6,1,0,0,0,0,616,6951
"G3700090","1860","North Carolina","370","Ashe","0090","Ashe",28,10,11,5,5,3,2,4,3,6,3,1,1,0,0,0,0,0,0,0,0,82,391
"G3700130","1860","North Carolina","370","Beaufort","0130","Beaufort",80,49,45,53,42,36,23,26,23,78,32,32,18,6,6,7,2,0,0,0,0,558,5878
"G3700150","1860","North Carolina","370","Bertie","0150","Bertie",58,48,27,35,23,16,20,11,17,59,36,29,29,25,14,13,6,2,0,0,0,468,8185
"G3700170","1860","North Carolina","370","Bladen","0170","Bladen",73,24,25,17,30,13,8,15,20,59,26,39,10,9,10,2,3,0,1,0,0,384,5327
"G3700190","1860","North Carolina","370","Brunswick","0190","Brunswick",46,29,21,16,21,15,9,6,10,30,11,14,8,5,8,4,4,1,0,0,0,258,3631
"G3700210","1860","North Carolina","370","Buncombe","0210","Buncombe",74,42,27,32,20,7,7,12,9,25,12,9,2,2,2,1,1,0,0,0,0,284,1933
"G3700230","1860","North Carolina","370","Burke","0230","Burke",29,16,25,14,14,14,20,11,9,23,10,13,4,2,2,1,3,0,0,0,0,210,2371
"G3700250","1860","North Carolina","370","Cabarrus","0250","Cabarrus",98,54,40,33,33,25,20,10,17,42,18,24,5,4,2,0,0,0,0,0,0,425,3040
"G3700270","1860","North Carolina","370","Caldwell","0270","Caldwell",45,29,19,8,15,18,9,5,3,11,2,5,2,1,3,0,0,0,0,0,0,175,1088
"G3700290","1860","North Carolina","370","Camden","0290","Camden",29,26,29,33,31,25,14,17,14,29,15,4,5,2,4,0,0,0,0,0,0,277,2127
"G3700310","1860","North Carolina","370","Carteret","0310","Carteret",43,42,22,16,7,11,13,10,5,21,12,7,3,3,2,0,0,0,0,0,0,217,1969
"G3700330","1860","North Carolina","370","Caswell","0330","Caswell",79,67,43,55,43,32,38,34,26,112,77,69,34,17,16,4,2,0,0,0,0,748,9355
"G3700350","1860","North Carolina","370","Catawba","0350","Catawba",71,46,36,25,19,17,13,12,10,31,12,4,2,0,2,0,0,0,0,0,0,300,1664
"G3700370","1860","North Carolina","370","Chatham","0370","Chatham",156,87,59,69,53,42,47,26,30,90,40,41,15,5,7,1,1,0,0,0,0,769,6246
"G3700390","1860","North Carolina","370","Cherokee","0390","Cherokee",22,13,13,9,8,8,6,8,0,4,1,0,3,1,0,0,0,0,0,0,0,96,519
"G3700410","1860","North Carolina","370","Chowan","0410","Chowan",60,35,21,12,12,12,17,12,7,32,13,17,11,5,2,6,3,0,1,0,0,278,3713
"G3700450","1860","North Carolina","370","Cleveland","0450","Cleveland",104,58,37,38,18,13,11,19,17,48,4,12,2,1,0,1,0,0,0,0,0,383,2131
"G3700470","1860","North Carolina","370","Columbus","0470","Columbus",42,32,28,20,16,16,17,16,17,33,20,12,8,3,1,2,0,0,0,0,0,283,2463
"G3700490","1860","North Carolina","370","Craven","0490","Craven",123,82,76,33,43,27,38,20,25,77,48,43,17,11,8,2,1,0,0,0,0,674,6189
"G3700510","1860","North Carolina","370","Cumberland","0510","Cumberland",244,96,67,48,39,57,36,26,29,73,34,33,13,7,4,2,1,0,0,0,0,809,5830
"G3700530","1860","North Carolina","370","Currituck","0530","Currituck",62,50,35,30,28,13,17,9,19,30,17,20,4,4,2,0,0,0,0,0,0,340,2523
"G3700570","1860","North Carolina","370","Davidson","0570","Davidson",115,69,59,42,29,30,19,24,12,46,12,14,3,1,2,3,2,0,0,0,0,482,3076
"G3700590","1860","North Carolina","370","Davie","0590","Davie",54,45,33,17,17,18,15,9,11,32,12,8,4,3,2,0,1,0,0,0,0,281,2392
"G3700610","1860","North Carolina","370","Duplin","0610","Duplin",116,78,51,41,41,33,25,29,31,95,43,48,11,17,10,4,3,0,0,0,0,676,7124
"G3700650","1860","North Carolina","370","Edgecombe","0650","Edgecombe",66,66,47,40,38,47,27,27,23,88,61,55,36,13,17,9,11,1,0,0,0,672,10108
"G3700670","1860","North Carolina","370","Forsyth","0670","Forsyth",85,49,34,20,15,16,11,7,13,26,15,10,0,1,1,1,0,0,0,0,0,304,1764
"G3700690","1860","North Carolina","370","Franklin","0690","Franklin",110,63,47,36,39,34,26,20,19,71,40,41,18,13,15,12,1,0,0,0,0,605,7076
"G3700710","1860","North Carolina","370","Gaston","0710","Gaston",82,46,28,27,27,18,25,25,13,34,22,7,5,1,0,0,0,0,0,0,0,360,2199
"G3700730","1860","North Carolina","370","Gates","0730","Gates",44,41,33,23,26,28,18,14,18,40,26,30,10,2,10,0,2,0,0,0,0,365,3901
"G3700770","1860","North Carolina","370","Granville","0770","Granville",122,108,86,73,85,49,44,48,39,140,57,72,24,29,22,5,3,0,0,0,0,1006,11086
"G3700790","1860","North Carolina","370","Greene","0790","Greene",62,28,36,38,22,24,25,23,15,46,35,22,17,3,4,4,0,0,0,0,0,404,3947
"G3700810","1860","North Carolina","370","Guilford","0810","Guilford",89,54,47,45,34,32,27,28,20,59,17,29,3,7,1,0,1,0,0,0,0,493,3625
"G3700830","1860","North Carolina","370","Halifax","0830","Halifax",93,62,50,44,38,38,19,31,26,99,44,64,38,14,15,8,9,3,0,0,0,695,10349
"G3700850","1860","North Carolina","370","Harnett","0850","Harnett",37,25,23,8,26,9,9,16,7,44,13,8,11,3,1,2,2,0,0,0,0,244,2584
"G3700870","1860","North Carolina","370","Haywood","0870","Haywood",19,12,7,4,4,2,2,2,4,3,2,1,0,0,1,0,0,0,0,0,0,63,313
"G3700890","1860","North Carolina","370","Henderson","0890","Henderson",42,33,30,20,13,6,9,9,8,17,6,6,7,1,2,0,0,0,0,0,0,209,1382
"G3700910","1860","North Carolina","370","Hertford","0910","Hertford",63,62,33,26,28,23,16,13,11,58,26,34,16,11,8,3,1,0,0,0,0,432,4445
"G3700950","1860","North Carolina","370","Hyde","0950","Hyde",25,14,29,25,19,19,8,9,8,38,21,17,9,4,0,2,0,1,0,0,0,248,2791
"G3700970","1860","North Carolina","370","Iredell","0970","Iredell",140,56,58,36,50,29,46,31,23,59,21,20,6,5,4,3,0,0,0,0,0,587,4177
"G3700990","1860","North Carolina","370","Jackson","0990","Jackson",12,8,5,4,1,1,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,43,268
"G3701010","1860","North Carolina","370","Johnston","1010","Johnston",97,64,48,30,25,14,29,18,10,57,31,24,12,11,9,6,1,0,0,0,0,486,4916
"G3701030","1860","North Carolina","370","Jones","1030","Jones",26,23,17,16,23,16,14,10,10,41,22,12,9,8,8,4,2,0,0,0,0,261,3413
"G3701070","1860","North Carolina","370","Lenoir","1070","Lenoir",102,56,41,47,31,29,13,18,12,53,44,50,10,9,5,3,2,0,0,0,0,525,5140
"G3701090","1860","North Carolina","370","Lincoln","1090","Lincoln",59,37,34,24,20,12,12,13,9,31,11,12,3,0,5,1,0,0,0,0,0,283,2115
"G3701110","1860","North Carolina","370","McDowell","1110","Mcdowell",62,36,19,11,17,6,6,4,8,26,5,8,3,1,1,0,0,0,0,0,0,213,1305
"G3701130","1860","North Carolina","370","Macon","1130","Macon",21,8,11,6,4,6,4,3,6,8,2,2,0,0,1,0,0,0,0,0,0,82,519
"G3701150","1860","North Carolina","370","Madison","1150","Madison",13,9,5,2,2,2,2,3,3,3,0,2,0,0,0,0,0,0,0,0,0,46,213
"G3701170","1860","North Carolina","370","Martin","1170","Martin",59,36,22,25,19,20,17,22,12,52,23,30,14,6,6,3,2,0,0,0,0,368,4309
"G3701190","1860","North Carolina","370","Mecklenburg","1190","Mecklenburg",169,103,96,59,63,51,41,42,20,77,52,39,17,16,0,0,1,0,0,0,0,846,6541
"G3701230","1860","North Carolina","370","Montgomery","1230","Montgomery",65,28,13,18,11,14,13,9,5,22,12,17,3,6,0,0,0,0,0,0,0,236,1823
"G3701250","1860","North Carolina","370","Moore","1250","Moore",129,81,37,47,24,23,21,17,21,37,17,11,4,0,0,0,0,0,0,0,0,469,2518
"G3701270","1860","North Carolina","370","Nash","1270","Nash",70,59,36,37,26,29,31,22,20,51,37,40,10,5,6,2,1,0,0,0,0,482,4680
"G3701290","1860","North Carolina","370","New Hanover","1290","New Hanover",124,86,71,61,63,63,52,36,37,110,90,69,36,19,15,4,2,0,0,0,0,938,10331
"G3701310","1860","North Carolina","370","Northampton","1310","Northampton",73,60,54,31,27,22,31,25,25,68,42,37,12,14,11,5,5,0,0,0,0,542,6804
"G3701330","1860","North Carolina","370","Onslow","1330","Onslow",50,35,20,41,12,22,17,14,8,37,12,11,17,6,2,4,5,0,0,0,0,313,3499
"G3701350","1860","North Carolina","370","Orange","1350","Orange",134,90,61,63,41,28,39,29,22,76,35,26,8,6,3,2,1,0,1,0,0,665,5108
"G3701390","1860","North Carolina","370","Pasquotank","1390","Pasquotank",74,44,34,26,20,19,18,14,8,36,17,19,12,2,3,1,1,0,0,0,0,348,2983
"G3701430","1860","North Carolina","370","Perquimans","1430","Perquimans",42,23,21,17,17,14,10,13,6,30,13,28,9,5,4,6,1,0,0,0,0,259,3558
"G3701450","1860","North Carolina","370","Person","1450","Person",82,48,34,29,42,40,14,19,18,70,25,34,21,5,5,1,1,0,0,0,0,488,5195
"G3701470","1860","North Carolina","370","Pitt","1470","Pitt",137,85,63,61,41,43,39,45,34,101,55,54,30,10,12,1,6,0,0,0,0,817,8473
"G3701490","1860","North Carolina","370","Polk","1490","Polk",22,9,11,5,4,4,5,4,2,11,4,4,2,1,0,0,0,0,0,0,0,88,620
"G3701510","1860","North Carolina","370","Randolph","1510","Randolph",108,59,37,32,21,9,15,10,10,26,5,7,2,1,0,0,1,0,0,0,0,343,1645
"G3701530","1860","North Carolina","370","Richmond","1530","Richmond",81,49,51,29,23,28,26,23,13,62,37,34,22,4,12,2,2,0,0,0,0,498,5453
"G3701550","1860","North Carolina","370","Robeson","1550","Robeson",113,71,64,45,37,45,43,32,15,103,41,42,11,7,1,1,0,0,0,0,0,671,5455
"G3701570","1860","North Carolina","370","Rockingham","1570","Rockingham",111,67,54,41,40,33,29,21,27,84,43,38,23,7,8,3,1,0,0,0,0,630,6318
"G3701590","1860","North Carolina","370","Rowan","1590","Rowan",102,64,49,40,31,27,29,35,26,47,30,27,7,2,3,0,1,0,0,0,0,520,3930
"G3701610","1860","North Carolina","370","Rutherford","1610","Rutherford",84,44,28,19,33,23,12,18,13,41,17,11,6,1,0,1,0,0,0,0,0,351,2391
"G3701630","1860","North Carolina","370","Sampson","1630","Sampson",91,70,51,63,43,38,22,27,23,111,53,48,13,12,11,1,2,0,0,0,0,679,7028
"G3701670","1860","North Carolina","370","Stanly","1670","Stanly",56,20,27,17,14,13,11,5,5,15,10,7,1,1,0,0,0,0,0,0,0,202,1169
"G3701690","1860","North Carolina","370","Stokes","1690","Stokes",51,31,24,17,11,13,9,11,8,28,16,15,5,2,4,0,0,0,1,0,0,246,2469
"G3701710","1860","North Carolina","370","Surry","1710","Surry",57,30,23,14,14,12,10,8,5,16,6,10,4,1,0,0,0,0,0,0,0,210,1246
"G3701770","1860","North Carolina","370","Tyrrell","1770","Tyrrell",43,40,30,15,9,11,6,10,2,22,5,10,0,2,4,0,1,0,0,0,0,210,1597
"G3701790","1860","North Carolina","370","Union","1790","Union",93,52,49,40,20,20,12,19,8,39,20,11,1,3,0,0,0,0,0,0,0,387,2246
"G3701830","1860","North Carolina","370","Wake","1830","Wake",210,134,94,101,79,63,63,51,53,146,80,71,23,11,9,2,3,2,0,0,0,1195,10733
"G3701850","1860","North Carolina","370","Warren","1850","Warren",58,39,40,27,39,27,14,22,17,78,38,55,34,22,29,16,9,0,0,0,0,564,10401
"G3701870","1860","North Carolina","370","Washington","1870","Washington",36,26,13,14,21,13,13,14,4,18,23,11,6,3,4,2,0,1,0,0,0,222,2465
"G3701890","1860","North Carolina","370","Watauga","1890","Watauga",9,7,5,1,2,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,31,104
"G3701910","1860","North Carolina","370","Wayne","1910","Wayne",100,56,36,38,38,30,23,18,14,73,30,41,14,5,11,4,1,0,0,0,0,532,5451
"G3701930","1860","North Carolina","370","Wilkes","1930","Wilkes",58,32,22,21,15,20,12,8,9,13,11,6,1,0,0,0,0,0,0,0,0,228,1208
"G3701950","1860","North Carolina","370","Wilson","1950","Wilson",87,62,44,31,33,21,21,19,18,52,14,21,14,4,4,1,0,0,0,0,0,446,3496
"G3701970","1860","North Carolina","370","Yadkin","1970","Yadkin",37,24,17,12,14,10,5,3,2,14,9,6,4,2,0,2,1,0,0,0,0,162,1436
"G3701990","1860","North Carolina","370","Yancey","1990","Yancey",23,5,9,3,3,1,1,1,2,8,2,3,1,0,0,0,0,0,0,0,0,62,362
"G3900010","1860","Ohio","390","Adams","0010","Adams",,,,,,,,,,,,,,,,,,,,,,,
"G3900030","1860","Ohio","390","Allen","0030","Allen",,,,,,,,,,,,,,,,,,,,,,,
"G3900050","1860","Ohio","390","Ashland","0050","Ashland",,,,,,,,,,,,,,,,,,,,,,,
"G3900070","1860","Ohio","390","Ashtabula","0070","Ashtabula",,,,,,,,,,,,,,,,,,,,,,,
"G3900090","1860","Ohio","390","Athens","0090","Athens",,,,,,,,,,,,,,,,,,,,,,,
"G3900110","1860","Ohio","390","Auglaize","0110","Auglaize",,,,,,,,,,,,,,,,,,,,,,,
"G3900130","1860","Ohio","390","Belmont","0130","Belmont",,,,,,,,,,,,,,,,,,,,,,,
"G3900150","1860","Ohio","390","Brown","0150","Brown",,,,,,,,,,,,,,,,,,,,,,,
"G3900170","1860","Ohio","390","Butler","0170","Butler",,,,,,,,,,,,,,,,,,,,,,,
"G3900190","1860","Ohio","390","Carroll","0190","Carroll",,,,,,,,,,,,,,,,,,,,,,,
"G3900210","1860","Ohio","390","Champaign","0210","Champaign",,,,,,,,,,,,,,,,,,,,,,,
"G3900230","1860","Ohio","390","Clark","0230","Clark",,,,,,,,,,,,,,,,,,,,,,,
"G3900250","1860","Ohio","390","Clermont","0250","Clermont",,,,,,,,,,,,,,,,,,,,,,,
"G3900270","1860","Ohio","390","Clinton","0270","Clinton",,,,,,,,,,,,,,,,,,,,,,,
"G3900290","1860","Ohio","390","Columbiana","0290","Columbiana",,,,,,,,,,,,,,,,,,,,,,,
"G3900310","1860","Ohio","390","Coshocton","0310","Coshocton",,,,,,,,,,,,,,,,,,,,,,,
"G3900330","1860","Ohio","390","Crawford","0330","Crawford",,,,,,,,,,,,,,,,,,,,,,,
"G3900350","1860","Ohio","390","Cuyahoga","0350","Cuyahoga",,,,,,,,,,,,,,,,,,,,,,,
"G3900370","1860","Ohio","390","Darke","0370","Darke",,,,,,,,,,,,,,,,,,,,,,,
"G3900390","1860","Ohio","390","Defiance","0390","Defiance",,,,,,,,,,,,,,,,,,,,,,,
"G3900410","1860","Ohio","390","Delaware","0410","Delaware",,,,,,,,,,,,,,,,,,,,,,,
"G3900430","1860","Ohio","390","Erie","0430","Erie",,,,,,,,,,,,,,,,,,,,,,,
"G3900450","1860","Ohio","390","Fairfield","0450","Fairfield",,,,,,,,,,,,,,,,,,,,,,,
"G3900470","1860","Ohio","390","Fayette","0470","Fayette",,,,,,,,,,,,,,,,,,,,,,,
"G3900490","1860","Ohio","390","Franklin","0490","Franklin",,,,,,,,,,,,,,,,,,,,,,,
"G3900510","1860","Ohio","390","Fulton","0510","Fulton",,,,,,,,,,,,,,,,,,,,,,,
"G3900530","1860","Ohio","390","Gallia","0530","Gallia",,,,,,,,,,,,,,,,,,,,,,,
"G3900550","1860","Ohio","390","Geauga","0550","Geauga",,,,,,,,,,,,,,,,,,,,,,,
"G3900570","1860","Ohio","390","Greene","0570","Greene",,,,,,,,,,,,,,,,,,,,,,,
"G3900590","1860","Ohio","390","Guernsey","0590","Guernsey",,,,,,,,,,,,,,,,,,,,,,,
"G3900610","1860","Ohio","390","Hamilton","0610","Hamilton",,,,,,,,,,,,,,,,,,,,,,,
"G3900630","1860","Ohio","390","Hancock","0630","Hancock",,,,,,,,,,,,,,,,,,,,,,,
"G3900650","1860","Ohio","390","Hardin","0650","Hardin",,,,,,,,,,,,,,,,,,,,,,,
"G3900670","1860","Ohio","390","Harrison","0670","Harrison",,,,,,,,,,,,,,,,,,,,,,,
"G3900690","1860","Ohio","390","Henry","0690","Henry",,,,,,,,,,,,,,,,,,,,,,,
"G3900710","1860","Ohio","390","Highland","0710","Highland",,,,,,,,,,,,,,,,,,,,,,,
"G3900730","1860","Ohio","390","Hocking","0730","Hocking",,,,,,,,,,,,,,,,,,,,,,,
"G3900750","1860","Ohio","390","Holmes","0750","Holmes",,,,,,,,,,,,,,,,,,,,,,,
"G3900770","1860","Ohio","390","Huron","0770","Huron",,,,,,,,,,,,,,,,,,,,,,,
"G3900790","1860","Ohio","390","Jackson","0790","Jackson",,,,,,,,,,,,,,,,,,,,,,,
"G3900810","1860","Ohio","390","Jefferson","0810","Jefferson",,,,,,,,,,,,,,,,,,,,,,,
"G3900830","1860","Ohio","390","Knox","0830","Knox",,,,,,,,,,,,,,,,,,,,,,,
"G3900850","1860","Ohio","390","Lake","0850","Lake",,,,,,,,,,,,,,,,,,,,,,,
"G3900870","1860","Ohio","390","Lawrence","0870","Lawrence",,,,,,,,,,,,,,,,,,,,,,,
"G3900890","1860","Ohio","390","Licking","0890","Licking",,,,,,,,,,,,,,,,,,,,,,,
"G3900910","1860","Ohio","390","Logan","0910","Logan",,,,,,,,,,,,,,,,,,,,,,,
"G3900930","1860","Ohio","390","Lorain","0930","Lorain",,,,,,,,,,,,,,,,,,,,,,,
"G3900950","1860","Ohio","390","Lucas","0950","Lucas",,,,,,,,,,,,,,,,,,,,,,,
"G3900970","1860","Ohio","390","Madison","0970","Madison",,,,,,,,,,,,,,,,,,,,,,,
"G3900990","1860","Ohio","390","Mahoning","0990","Mahoning",,,,,,,,,,,,,,,,,,,,,,,
"G3901010","1860","Ohio","390","Marion","1010","Marion",,,,,,,,,,,,,,,,,,,,,,,
"G3901030","1860","Ohio","390","Medina","1030","Medina",,,,,,,,,,,,,,,,,,,,,,,
"G3901050","1860","Ohio","390","Meigs","1050","Meigs",,,,,,,,,,,,,,,,,,,,,,,
"G3901070","1860","Ohio","390","Mercer","1070","Mercer",,,,,,,,,,,,,,,,,,,,,,,
"G3901090","1860","Ohio","390","Miami","1090","Miami",,,,,,,,,,,,,,,,,,,,,,,
"G3901110","1860","Ohio","390","Monroe","1110","Monroe",,,,,,,,,,,,,,,,,,,,,,,
"G3901130","1860","Ohio","390","Montgomery","1130","Montgomery",,,,,,,,,,,,,,,,,,,,,,,
"G3901150","1860","Ohio","390","Morgan","1150","Morgan",,,,,,,,,,,,,,,,,,,,,,,
"G3901170","1860","Ohio","390","Morrow","1170","Morrow",,,,,,,,,,,,,,,,,,,,,,,
"G3901190","1860","Ohio","390","Muskingum","1190","Muskingum",,,,,,,,,,,,,,,,,,,,,,,
"G3901210","1860","Ohio","390","Noble","1210","Noble",,,,,,,,,,,,,,,,,,,,,,,
"G3901230","1860","Ohio","390","Ottawa","1230","Ottawa",,,,,,,,,,,,,,,,,,,,,,,
"G3901250","1860","Ohio","390","Paulding","1250","Paulding",,,,,,,,,,,,,,,,,,,,,,,
"G3901270","1860","Ohio","390","Perry","1270","Perry",,,,,,,,,,,,,,,,,,,,,,,
"G3901290","1860","Ohio","390","Pickaway","1290","Pickaway",,,,,,,,,,,,,,,,,,,,,,,
"G3901310","1860","Ohio","390","Pike","1310","Pike",,,,,,,,,,,,,,,,,,,,,,,
"G3901330","1860","Ohio","390","Portage","1330","Portage",,,,,,,,,,,,,,,,,,,,,,,
"G3901350","1860","Ohio","390","Preble","1350","Preble",,,,,,,,,,,,,,,,,,,,,,,
"G3901370","1860","Ohio","390","Putnam","1370","Putnam",,,,,,,,,,,,,,,,,,,,,,,
"G3901390","1860","Ohio","390","Richland","1390","Richland",,,,,,,,,,,,,,,,,,,,,,,
"G3901410","1860","Ohio","390","Ross","1410","Ross",,,,,,,,,,,,,,,,,,,,,,,
"G3901430","1860","Ohio","390","Sandusky","1430","Sandusky",,,,,,,,,,,,,,,,,,,,,,,
"G3901450","1860","Ohio","390","Scioto","1450","Scioto",,,,,,,,,,,,,,,,,,,,,,,
"G3901470","1860","Ohio","390","Seneca","1470","Seneca",,,,,,,,,,,,,,,,,,,,,,,
"G3901490","1860","Ohio","390","Shelby","1490","Shelby",,,,,,,,,,,,,,,,,,,,,,,
"G3901510","1860","Ohio","390","Stark","1510","Stark",,,,,,,,,,,,,,,,,,,,,,,
"G3901530","1860","Ohio","390","Summit","1530","Summit",,,,,,,,,,,,,,,,,,,,,,,
"G3901550","1860","Ohio","390","Trumbull","1550","Trumbull",,,,,,,,,,,,,,,,,,,,,,,
"G3901570","1860","Ohio","390","Tuscarawas","1570","Tuscarawas",,,,,,,,,,,,,,,,,,,,,,,
"G3901590","1860","Ohio","390","Union","1590","Union",,,,,,,,,,,,,,,,,,,,,,,
"G3901610","1860","Ohio","390","Van Wert","1610","Van Wert",,,,,,,,,,,,,,,,,,,,,,,
"G3901630","1860","Ohio","390","Vinton","1630","Vinton",,,,,,,,,,,,,,,,,,,,,,,
"G3901650","1860","Ohio","390","Warren","1650","Warren",,,,,,,,,,,,,,,,,,,,,,,
"G3901670","1860","Ohio","390","Washington","1670","Washington",,,,,,,,,,,,,,,,,,,,,,,
"G3901690","1860","Ohio","390","Wayne","1690","Wayne",,,,,,,,,,,,,,,,,,,,,,,
"G3901710","1860","Ohio","390","Williams","1710","Williams",,,,,,,,,,,,,,,,,,,,,,,
"G3901730","1860","Ohio","390","Wood","1730","Wood",,,,,,,,,,,,,,,,,,,,,,,
"G3901750","1860","Ohio","390","Wyandot","1750","Wyandot",,,,,,,,,,,,,,,,,,,,,,,
"G4100030","1860","Oregon","410","Benton","0030","Benton",,,,,,,,,,,,,,,,,,,,,,,
"G4100050","1860","Oregon","410","Clackamas","0050","Clackamas",,,,,,,,,,,,,,,,,,,,,,,
"G4100070","1860","Oregon","410","Clatsop","0070","Clatsop",,,,,,,,,,,,,,,,,,,,,,,
"G4100090","1860","Oregon","410","Columbia","0090","Columbia",,,,,,,,,,,,,,,,,,,,,,,
"G4100110","1860","Oregon","410","Coos","0110","Coos",,,,,,,,,,,,,,,,,,,,,,,
"G4100150","1860","Oregon","410","Curry","0150","Curry",,,,,,,,,,,,,,,,,,,,,,,
"G4100190","1860","Oregon","410","Douglas","0190","Douglas",,,,,,,,,,,,,,,,,,,,,,,
"G4100290","1860","Oregon","410","Jackson","0290","Jackson",,,,,,,,,,,,,,,,,,,,,,,
"G4100330","1860","Oregon","410","Josephine","0330","Josephine",,,,,,,,,,,,,,,,,,,,,,,
"G4100390","1860","Oregon","410","Lane","0390","Lane",,,,,,,,,,,,,,,,,,,,,,,
"G4100430","1860","Oregon","410","Linn","0430","Linn",,,,,,,,,,,,,,,,,,,,,,,
"G4100470","1860","Oregon","410","Marion","0470","Marion",,,,,,,,,,,,,,,,,,,,,,,
"G4100510","1860","Oregon","410","Multnomah","0510","Multnomah",,,,,,,,,,,,,,,,,,,,,,,
"G4100530","1860","Oregon","410","Polk","0530","Polk",,,,,,,,,,,,,,,,,,,,,,,
"G4100570","1860","Oregon","410","Tillamook","0570","Tillamook",,,,,,,,,,,,,,,,,,,,,,,
"G4100595","1860","Oregon","410","Umpqua","0595","Umpqua",,,,,,,,,,,,,,,,,,,,,,,
"G4100650","1860","Oregon","410","Wasco","0650","Wasco",,,,,,,,,,,,,,,,,,,,,,,
"G4100670","1860","Oregon","410","Washington","0670","Washington",,,,,,,,,,,,,,,,,,,,,,,
"G4100710","1860","Oregon","410","Yamhill","0710","Yamhill",,,,,,,,,,,,,,,,,,,,,,,
"G4200010","1860","Pennsylvania","420","Adams","0010","Adams",,,,,,,,,,,,,,,,,,,,,,,
"G4200030","1860","Pennsylvania","420","Allegheny","0030","Allegheny",,,,,,,,,,,,,,,,,,,,,,,
"G4200050","1860","Pennsylvania","420","Armstrong","0050","Armstrong",,,,,,,,,,,,,,,,,,,,,,,
"G4200070","1860","Pennsylvania","420","Beaver","0070","Beaver",,,,,,,,,,,,,,,,,,,,,,,
"G4200090","1860","Pennsylvania","420","Bedford","0090","Bedford",,,,,,,,,,,,,,,,,,,,,,,
"G4200110","1860","Pennsylvania","420","Berks","0110","Berks",,,,,,,,,,,,,,,,,,,,,,,
"G4200130","1860","Pennsylvania","420","Blair","0130","Blair",,,,,,,,,,,,,,,,,,,,,,,
"G4200150","1860","Pennsylvania","420","Bradford","0150","Bradford",,,,,,,,,,,,,,,,,,,,,,,
"G4200170","1860","Pennsylvania","420","Bucks","0170","Bucks",,,,,,,,,,,,,,,,,,,,,,,
"G4200190","1860","Pennsylvania","420","Butler","0190","Butler",,,,,,,,,,,,,,,,,,,,,,,
"G4200210","1860","Pennsylvania","420","Cambria","0210","Cambria",,,,,,,,,,,,,,,,,,,,,,,
"G4200250","1860","Pennsylvania","420","Carbon","0250","Carbon",,,,,,,,,,,,,,,,,,,,,,,
"G4200270","1860","Pennsylvania","420","Centre","0270","Centre",,,,,,,,,,,,,,,,,,,,,,,
"G4200290","1860","Pennsylvania","420","Chester","0290","Chester",,,,,,,,,,,,,,,,,,,,,,,
"G4200310","1860","Pennsylvania","420","Clarion","0310","Clarion",,,,,,,,,,,,,,,,,,,,,,,
"G4200330","1860","Pennsylvania","420","Clearfield","0330","Clearfield",,,,,,,,,,,,,,,,,,,,,,,
"G4200350","1860","Pennsylvania","420","Clinton","0350","Clinton",,,,,,,,,,,,,,,,,,,,,,,
"G4200370","1860","Pennsylvania","420","Columbia","0370","Columbia",,,,,,,,,,,,,,,,,,,,,,,
"G4200390","1860","Pennsylvania","420","Crawford","0390","Crawford",,,,,,,,,,,,,,,,,,,,,,,
"G4200410","1860","Pennsylvania","420","Cumberland","0410","Cumberland",,,,,,,,,,,,,,,,,,,,,,,
"G4200430","1860","Pennsylvania","420","Dauphin","0430","Dauphin",,,,,,,,,,,,,,,,,,,,,,,
"G4200450","1860","Pennsylvania","420","Delaware","0450","Delaware",,,,,,,,,,,,,,,,,,,,,,,
"G4200470","1860","Pennsylvania","420","Elk","0470","Elk",,,,,,,,,,,,,,,,,,,,,,,
"G4200490","1860","Pennsylvania","420","Erie","0490","Erie",,,,,,,,,,,,,,,,,,,,,,,
"G4200510","1860","Pennsylvania","420","Fayette","0510","Fayette",,,,,,,,,,,,,,,,,,,,,,,
